Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Death before the start of AMSPO-D123 (1);Instance of Death;;Q35;D123Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D123
Death before the start of AMSPO-D123 (2);Instance of Death;;Q35;D123Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D123
Death before the start of AMSPO-D124 (1);Instance of Death;;Q35;D124Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D124
Death before the start of AMSPO-D124 (2);Instance of Death;;Q35;D124Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D124
Death before the start of AMSPO-D127 (1);Instance of Death;;Q35;D127Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D127
Death before the start of AMSPO-D128 (1);Instance of Death;;Q35;D128Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D128
Death before the start of AMSPO-D128 (2);Instance of Death;;Q35;D128Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D128
Death before the start of AMSPO-D13 (1);Instance of Death;;Q35;D13Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D13_1
Death before the start of AMSPO-D13 (2);Instance of Death;;Q35;D13Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D13_1
Death before the start of AMSPO-D17 (1);Instance of Death;;Q35;D17Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D17
Death before the start of AMSPO-D17 (2);Instance of Death;;Q35;D17Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D17
Death before the start of AMSPO-D19 (1);Instance of Death;;Q35;D19Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D19
Death before the start of AMSPO-D19 (2);Instance of Death;;Q35;D19Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D19
Death before the start of AMSPO-D21 (1);Instance of Death;;Q35;D21Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D21
Death before the start of AMSPO-D27 (1);Instance of Death;;Q35;D27Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D27
Death before the start of AMSPO-D3 (1);Instance of Death;;Q35;D3Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D3
Death before the start of AMSPO-D3 (2);Instance of Death;;Q35;D3Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D3
Death before the start of AMSPO-D30 (1);Instance of Death;;Q35;D30Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D30
Death before the start of AMSPO-D30 (2);Instance of Death;;Q35;D30Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D30
Death before the start of AMSPO-D31 (1);Instance of Death;;Q35;D31Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D31
Death before the start of AMSPO-D31 (2);Instance of Death;;Q35;D31Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D31
Death before the start of AMSPO-D33 (1);Instance of Death;;Q35;D33Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D33
Death before the start of AMSPO-D33 (2);Instance of Death;;Q35;D33Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D33
Death before the start of AMSPO-D35 (1);Instance of Death;;Q35;D35Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D35
Death before the start of AMSPO-D35 (2);Instance of Death;;Q35;D35Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D35
Death before the start of AMSPO-D35 (3);Instance of Death;;Q35;D35Death_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D35
Death before the start of AMSPO-D35 (4);Instance of Death;;Q35;D35Death_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D35
Death before the start of AMSPO-D39 (1);Instance of Death;;Q35;D39Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D39
Death before the start of AMSPO-D39 (2);Instance of Death;;Q35;D39Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D39
Death before the start of AMSPO-D4 (1);Instance of Death;;Q35;D4Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D4
Death before the start of AMSPO-D4 (2);Instance of Death;;Q35;D4Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D4
Death before the start of AMSPO-D40 (1);Instance of Death;;Q35;D40Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D40
Death before the start of AMSPO-D40 (2);Instance of Death;;Q35;D40Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D40
Death before the start of AMSPO-D43 (1);Instance of Death;;Q35;D43Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D43
Death before the start of AMSPO-D43 (2);Instance of Death;;Q35;D43Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D43
Death before the start of AMSPO-D43 (3);Instance of Death;;Q35;D43Death_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D43
Death before the start of AMSPO-D43 (4);Instance of Death;;Q35;D43Death_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D43
Death before the start of AMSPO-D47 (1);Instance of Death;;Q35;D47Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D47
Death before the start of AMSPO-D48 (1);Instance of Death;;Q35;D48Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D48
Death before the start of AMSPO-D49 (1);Instance of Death;;Q35;D49Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D49
Death before the start of AMSPO-D5 (1);Instance of Death;;Q35;D5Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D5
Death before the start of AMSPO-D50 (1);Instance of Death;;Q35;D50Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D50
Death before the start of AMSPO-D53 (1);Instance of Death;;Q35;D53Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D53
Death before the start of AMSPO-D54 (1);Instance of Death;;Q35;D54Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D54
Death before the start of AMSPO-D54 (2);Instance of Death;;Q35;D54Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D54
Death before the start of AMSPO-D57 (1);Instance of Death;;Q35;D57Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D57
Death before the start of AMSPO-D57 (2);Instance of Death;;Q35;D57Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D57
Death before the start of AMSPO-D58 (1);Instance of Death;;Q35;D58Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D58
Death before the start of AMSPO-D58 (2);Instance of Death;;Q35;D58Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D58
Death before the start of AMSPO-D59 (1);Instance of Death;;Q35;D59Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D59
Death before the start of AMSPO-D59 (2);Instance of Death;;Q35;D59Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D59
Death before the start of AMSPO-D6 (1);Instance of Death;;Q35;D6Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D6
Death before the start of AMSPO-D61 (1);Instance of Death;;Q35;D61Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D61
Death before the start of AMSPO-D61 (2);Instance of Death;;Q35;D61Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D61
Death before the start of AMSPO-D62 (1);Instance of Death;;Q35;D62Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D62
Death before the start of AMSPO-D62 (2);Instance of Death;;Q35;D62Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D62
Death before the start of AMSPO-D63 (1);Instance of Death;;Q35;D63Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D63
Death before the start of AMSPO-D63 (2);Instance of Death;;Q35;D63Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D63
Death before the start of AMSPO-D65 (1);Instance of Death;;Q35;D65Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D65
Death before the start of AMSPO-D65 (2);Instance of Death;;Q35;D65Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D65
Death before the start of AMSPO-D67 (1);Instance of Death;;Q35;D67Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D67
Death before the start of AMSPO-D68 (1);Instance of Death;;Q35;D68Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D68
Death before the start of AMSPO-D7 (1);Instance of Death;;Q35;D7Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D7
Death before the start of AMSPO-D7 (2);Instance of Death;;Q35;D7Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D7
Death before the start of AMSPO-D7 (3);Instance of Death;;Q35;D7Death_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D7
Death before the start of AMSPO-D7 (4);Instance of Death;;Q35;D7Death_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D7
Death before the start of AMSPO-D70 (1);Instance of Death;;Q35;D70Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D70
Death before the start of AMSPO-D72 (1);Instance of Death;;Q35;D72Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D72
Death before the start of AMSPO-D72 (2);Instance of Death;;Q35;D72Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D72
Death before the start of AMSPO-D74 (1);Instance of Death;;Q35;D74Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D74_1
Death before the start of AMSPO-D74 (2);Instance of Death;;Q35;D74Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D74_1
Death before the start of AMSPO-D74 (3);Instance of Death;;Q35;D74Death_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D74_1
Death before the start of AMSPO-D74 (4);Instance of Death;;Q35;D74Death_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D74_1
Death before the start of AMSPO-D76 (1);Instance of Death;;Q35;D76Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D76
Death before the start of AMSPO-D77 (1);Instance of Death;;Q35;D77Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D77
Death before the start of AMSPO-D8 (1);Instance of Death;;Q35;D8Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D8
Death before the start of AMSPO-D8 (2);Instance of Death;;Q35;D8Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D8
Death before the start of AMSPO-D8 (3);Instance of Death;;Q35;D8Death_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D8
Death before the start of AMSPO-D82 (1);Instance of Death;;Q35;D82Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D82
Death before the start of AMSPO-D84 (1);Instance of Death;;Q35;D84Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D84
Death before the start of AMSPO-D85 (1);Instance of Death;;Q35;D85Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D85
Death before the start of AMSPO-D86 (1);Instance of Death;;Q35;D86Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D86
Death before the start of AMSPO-D88 (1);Instance of Death;;Q35;D88Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D88
Death before the start of AMSPO-D90 (1);Instance of Death;;Q35;D90Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D90
Death before the start of AMSPO-D90 (2);Instance of Death;;Q35;D90Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D90
Death before the start of AMSPO-D91 (1);Instance of Death;;Q35;D91Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D91
Death before the start of AMSPO-D92 (1);Instance of Death;;Q35;D92Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D92
Death before the start of AMSPO-D92 (2);Instance of Death;;Q35;D92Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D92
Death before the start of AMSPO-D93 (1);Instance of Death;;Q35;D93Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D93
Death before the start of AMSPO-D94 (1);Instance of Death;;Q35;D94Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D94
Death before the start of AMSPO-D94 (2);Instance of Death;;Q35;D94Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D94
Death before the start of AMSPO-D95 (1);Instance of Death;;Q35;D95Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D95
Death before the start of AMSPO-D95 (2);Instance of Death;;Q35;D95Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D95
Death before the start of AMSPO-D97 (1);Instance of Death;;Q35;D97Death_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D97
Death before the start of AMSPO-D97 (2);Instance of Death;;Q35;D97Death_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AMSPO-D97
AMSPO-D100payment;Instance of Monetary Amount;;Q37;;;Maravedi;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D101payment;Instance of Monetary Amount;;Q37;;;Maravedi;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D102payment;Instance of Monetary Amount;;Q37;;;Maravedi;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D103payment;Instance of Monetary Amount;;Q37;;;Maravedi;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D104payment;Instance of Monetary Amount;;Q37;;;Maravedi;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D105payment;Instance of Monetary Amount;;Q37;;;Maravedi;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D106payment;Instance of Monetary Amount;;Q37;;;Maravedi;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D107payment;Instance of Monetary Amount;;Q37;;;Maravedi;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D108payment;Instance of Monetary Amount;;Q37;;;Maravedi;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D109payment;Instance of Monetary Amount;;Q37;;;Maravedi;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D10payment;Instance of Monetary Amount;;Q37;;;Maravedi;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D110payment;Instance of Monetary Amount;;Q37;;;Maravedi;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D111payment;Instance of Monetary Amount;;Q37;;;Maravedi;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D112payment;Instance of Monetary Amount;;Q37;;;Maravedi;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D113payment;Instance of Monetary Amount;;Q37;;;Maravedi;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D114payment;Instance of Monetary Amount;;Q37;;;Maravedi;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D115payment;Instance of Monetary Amount;;Q37;;;Maravedi;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D116payment;Instance of Monetary Amount;;Q37;;;Maravedi;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D117payment_1;Instance of Monetary Amount;;Q37;;;Maravedi;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D117payment_2;Instance of Monetary Amount;;Q37;;;Dinero;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D118payment;Instance of Monetary Amount;;Q37;;;Maravedi;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D119payment;Instance of Monetary Amount;;Q37;;;Maravedi;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D11payment;Instance of Monetary Amount;;Q37;;;Maravedi;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D120payment;Instance of Monetary Amount;;Q37;;;Maravedi;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D121payment;Instance of Monetary Amount;;Q37;;;Maravedi;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D122payment;Instance of Monetary Amount;;Q37;;;Maravedi;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D123payment;Instance of Monetary Amount;;Q37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D124payment;Instance of Monetary Amount;;Q37;;;Maravedi;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D125payment;Instance of Monetary Amount;;Q37;;;Maravedi;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D126payment;Instance of Monetary Amount;;Q37;;;Maravedi;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D127payment;Instance of Monetary Amount;;Q37;;;Maravedi;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D128payment;Instance of Monetary Amount;;Q37;;;Maravedi;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D13payment;Instance of Monetary Amount;;Q37;;;Maravedi;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D14payment;Instance of Monetary Amount;;Q37;;;Maravedi;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D15payment;Instance of Monetary Amount;;Q37;;;Maravedi;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D16payment;Instance of Monetary Amount;;Q37;;;Maravedi;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D17payment;Instance of Monetary Amount;;Q37;;;Maravedi;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D18payment;Instance of Monetary Amount;;Q37;;;Maravedi;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D19payment;Instance of Monetary Amount;;Q37;;;Maravedi;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D1payment;Instance of Monetary Amount;;Q37;;;Maravedi;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D20payment;Instance of Monetary Amount;;Q37;;;Maravedi;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D21payment;Instance of Monetary Amount;;Q37;;;Maravedi;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D22payment;Instance of Monetary Amount;;Q37;;;Maravedi;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D23payment;Instance of Monetary Amount;;Q37;;;Maravedi;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D24payment;Instance of Monetary Amount;;Q37;;;Maravedi;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D25payment;Instance of Monetary Amount;;Q37;;;Maravedi;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D26payment;Instance of Monetary Amount;;Q37;;;Maravedi;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D27payment;Instance of Monetary Amount;;Q37;;;Maravedi;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D28payment;Instance of Monetary Amount;;Q37;;;Maravedi;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D29payment;Instance of Monetary Amount;;Q37;;;Maravedi;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D2payment;Instance of Monetary Amount;;Q37;;;Maravedi;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D30payment;Instance of Monetary Amount;;Q37;;;Maravedi;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D31payment;Instance of Monetary Amount;;Q37;;;Maravedi;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D32payment_1;Instance of Monetary Amount;;Q37;;;Maravedi;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D32payment_2;Instance of Monetary Amount;;Q37;;;Sueldo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D33payment;Instance of Monetary Amount;;Q37;;;Maravedi;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D34payment_1;Instance of Monetary Amount;;Q37;;;Maravedi;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO-D34payment_2;Instance of Monetary Amount;;Q37;;;Sueldo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
